YT zhlédnutí (nejlepší trailer);Počasí (rating 1-5);Sezónnost;Sequel;Diváci (1.)
0.0;5;0.8855;0.0;1801
0.0;2.5;0.4647;0.0;0
0.0;5;0.8855;0.0;1272
0.0;2.5;-0.4647;0.0;952
0.0;3;-0.8855;0.0;0
0.0;2.5;0.3546;1.0;4594
0.0;2.5;-0.2393;0.0;0
0.0;4.5;0.3546;0.0;2870
0.0;1;-0.6631;0.0;0
0.0;3;-0.7485;1.0;62476
0.0;2.5;-0.3546;0.0;0
0.0;3;0.2393;0.0;5735
0.0;4;0.935;0.0;0
0.0;1;-0.8855;0.0;482
0.0;1;-0.823;0.0;0
0.0;3;-0.1205;0.0;793
0.0;2.5;0.6631;0.0;7313
0.0;4.5;0.7485;0.0;8793
0.0;4;0.1205;0.0;0
0.0;5;0.8855;0.0;0
0.0;3;-0.9927;0.0;0
0.0;4;0.4647;0.0;0
0.0;4;0.935;0.0;0
0.0;3;-0.3546;0.0;596
0.0;3;-0.935;0.0;662
0.0;1;0.5681;0.0;2869
0.0;2.5;0.8855;0.0;1486
0.0;4;0.9709;0.0;0
0.0;5;0.8855;0.0;11303
0.0;5;0.6631;0.0;0
0.0;4.5;0.7485;0.0;0
0.0;5;0.8855;0.0;3901
0.0;1;-0.2393;0.0;0
0.0;4.5;0.9709;0.0;865
0.0;3;-0.935;0.0;0
0.0;4;0.935;0.0;0
0.0;3;-0.6631;0.0;0
0.0;3;-0.1205;0.0;1054
0.0;3;0.935;1.0;2426
0.0;4.5;0.3546;0.0;6942
0.0;2.5;0.6631;1.0;4590
0.0;1;-0.823;0.0;1693
0.0;3;-0.2393;0.0;0
0.0;3;1.0;0.0;56302
0.0;1;-0.8855;0.0;0
0.0;1;-0.9709;1.0;7572
0.0;5;0.823;1.0;52229
0.0;1;0.4647;1.0;21957
0.0;2.5;0.8855;0.0;4240
0.0;1;0.2393;0.0;11357
0.0;1;-0.9709;0.0;6820
0.0;4;0.7485;0.0;0
0.0;4;0.6631;0.0;7494
0.0;3;0.3546;0.0;0
0.0;1;-0.4647;0.0;1791
0.0;3;-0.823;0.0;7015
0.0;1;-0.2393;1.0;4080
0.0;4;0.9709;1.0;0
0.0;5;1.0;0.0;14546
0.0;2.5;0.0;0.0;0
0.0;3;0.2393;0.0;5522
0.0;4;0.9927;0.0;111329
0.0;4;0.7485;0.0;0
0.0;4;0.1205;0.0;6989
0.0;3;-0.2393;0.0;1338
0.0;3;-0.6631;0.0;4706
0.0;4;0.3546;0.0;0
0.0;4.5;0.5681;0.0;12783
0.0;3;0.0;0.0;2477
0.0;5;0.8855;0.0;11038
0.0;1;-0.8855;0.0;30600
0.0;4.5;-0.1205;0.0;0
0.0;5;0.6631;0.0;0
0.0;4.5;0.6631;0.0;0
0.0;1;-0.3546;0.0;4808
0.0;1;0.3546;0.0;46366
0.0;3;-0.935;0.0;0
0.0;4.5;0.3546;1.0;5915
0.0;5;0.8855;0.0;0
0.0;2.5;0.823;0.0;9182
0.0;1;-0.6631;0.0;0
0.0;4.5;-0.2393;0.0;0
0.0;3;0.935;0.0;0
0.0;3;-0.935;0.0;103388
0.0;3;-0.6631;0.0;4875
0.0;5;0.9709;0.0;0
0.0;1;-0.9709;0.0;0
0.0;4;0.935;0.0;4011
0.0;3;-0.1205;1.0;11174
0.0;3;-0.9709;0.0;76661
0.0;1;-0.5681;1.0;0
0.0;2.5;-0.1205;1.0;0
0.0;2.5;0.3546;1.0;0
0.0;3;-0.9709;0.0;0
0.0;4;1.0;0.0;2620
0.0;3;-0.5681;0.0;0
0.0;4;0.6631;1.0;0
0.0;3;0.0;0.0;6052
0.0;1;-0.935;0.0;0
0.0;1;0.1205;1.0;1273
0.0;4.5;-0.4647;0.0;3991
0.0;4.5;0.935;0.0;2092
0.0;3;0.935;0.0;418
0.0;4;0.823;0.0;3919
0.0;4;0.8855;0.0;12168
0.0;2.5;-0.3546;0.0;36030
0.0;1;-0.9927;0.0;2767
0.0;1;0.1205;0.0;0
0.0;3;0.0;0.0;1359
0.0;4.5;-0.7485;0.0;1604
0.0;2.5;-0.8855;0.0;0
0.0;2.5;0.4647;0.0;0
0.0;2.5;0.7485;0.0;5831
0.0;1;0.4647;1.0;1907
0.0;3;-0.9709;0.0;0
0.0;3;-0.8855;0.0;0
0.0;2.5;0.1205;0.0;0
0.0;4;0.9709;0.0;746
0.0;3;-0.8855;0.0;0
0.0;2.5;0.9709;0.0;0
0.0;5;0.823;0.0;0
0.0;3;-0.935;0.0;377
0.0;1;-0.9927;0.0;0
0.0;2.5;0.3546;1.0;0
0.0;5;0.823;0.0;3691
0.0;4;0.9709;0.0;0
0.0;4;0.823;0.0;0
0.0;3;-0.9927;0.0;19607
0.0;5;0.6631;1.0;9720
0.0;4.5;0.5681;0.0;0
0.0;3;0.935;0.0;2543
0.0;4.5;0.7485;0.0;0
0.0;4.5;0.935;1.0;0
0.0;3;0.9709;1.0;0
0.0;1;-0.6631;0.0;11330
0.0;3;-0.9709;1.0;0
0.0;4;0.9709;0.0;0
0.0;3;-0.2393;0.0;7450
0.0;1;-0.3546;0.0;1697
0.0;5;0.6631;0.0;0
0.0;5;0.9709;0.0;0
0.0;2.5;-0.4647;0.0;3199
0.0;3;0.6631;0.0;0
0.0;1;-0.5681;0.0;0
0.0;1;-0.4647;1.0;3678
0.0;3;0.4647;0.0;1051
0.0;2.5;-0.9709;1.0;0
0.0;4.5;0.6631;0.0;7866
0.0;4;0.0;0.0;30402
0.0;1;-0.1205;0.0;23612
0.0;3;-0.9927;0.0;0
0.0;3;0.3546;0.0;0
0.0;5;0.823;0.0;1640
0.0;3;0.2393;0.0;12179
0.0;3;-0.8855;0.0;495
0.0;4;0.5681;0.0;17267
0.0;2.5;0.7485;0.0;0
0.0;1;-0.823;1.0;10488
0.0;3;0.823;0.0;25504
0.0;3;-0.9709;0.0;16021
0.0;1;-0.4647;1.0;15754
0.0;3;0.2393;1.0;7033
0.0;4.5;0.6631;0.0;0
0.0;3;0.3546;0.0;833
0.0;5;0.1205;0.0;0
0.0;3;0.4647;0.0;0
0.0;1;-0.8855;0.0;0
0.0;3;0.5681;0.0;10072
0.0;3;-0.1205;0.0;0
0.0;2.5;0.3546;0.0;25855
0.0;3;-0.5681;1.0;4199
0.0;3;-0.9709;0.0;0
0.0;4;0.6631;0.0;3804
0.0;3;0.3546;0.0;0
0.0;3;0.6631;0.0;5695
0.0;3;0.4647;0.0;37477
0.0;4;0.3546;0.0;2664
0.0;5;0.6631;0.0;3416
0.0;4;0.1205;0.0;0
0.0;3;-0.8855;0.0;0
0.0;3;0.935;0.0;850
0.0;4.5;0.823;1.0;44158
0.0;3;0.0;0.0;0
0.0;3;-0.8855;0.0;407
0.0;3;-0.935;0.0;0
0.0;1;-0.7485;0.0;12039
0.0;3;0.7485;0.0;7791
0.0;2.5;-0.2393;0.0;0
0.0;1;-0.3546;0.0;0
0.0;2.5;0.7485;0.0;5682
0.0;3;-0.3546;1.0;3080
0.0;3;-0.823;0.0;0
0.0;3;-0.823;0.0;0
0.0;3;0.5681;0.0;5172
0.0;3;-0.9927;0.0;0
0.0;3;-0.935;0.0;1000
0.0;1;-0.5681;0.0;22268
0.0;4.5;0.1205;0.0;5573
0.0;4.5;0.935;0.0;0
0.0;3;-0.4647;0.0;0
0.0;3;0.823;0.0;0
0.0;3;0.823;1.0;0
0.0;4;0.8855;1.0;0
0.0;3;-0.3546;0.0;0
0.0;2.5;0.3546;0.0;0
0.0;3;-0.5681;1.0;4934
0.0;3;0.935;0.0;0
0.0;5;0.4647;0.0;0
0.0;3;-0.7485;0.0;0
0.0;4;0.9709;0.0;4999
0.0;4.5;0.2393;0.0;0
0.0;4;0.2393;0.0;8159
0.0;3;0.0;0.0;0
0.0;2.5;0.7485;1.0;53257
0.0;1;-0.8855;0.0;0
0.0;3;0.0;0.0;2147
0.0;3;0.935;0.0;0
0.0;5;0.7485;0.0;1461
0.0;4.5;0.4647;0.0;0
0.0;3;-0.5681;0.0;0
0.0;3;-0.9927;0.0;4534
0.0;3;-0.3546;0.0;4549
0.0;4;0.8855;0.0;0
0.0;1;-0.823;0.0;0
0.0;3;0.2393;0.0;0
0.0;3;0.1205;0.0;0
0.0;4.5;0.6631;0.0;4284
0.0;4.5;-0.4647;0.0;10473
0.0;5;0.5681;0.0;0
0.0;4;0.9709;0.0;3313
0.0;5;0.8855;0.0;18967
0.0;4;0.823;0.0;0
0.0;2.5;-0.4647;0.0;1710
0.0;4;0.7485;0.0;0
0.0;4;0.7485;0.0;2900
0.0;3;-0.2393;0.0;1344
0.0;3;-1.0;0.0;9852
0.0;2.5;-0.2393;0.0;1832
0.0;3;0.4647;0.0;13646
0.0;3;0.2393;0.0;1048
0.0;1;-0.7485;0.0;0
0.0;3;-0.1205;0.0;12048
0.0;4.5;0.2393;0.0;1160
0.0;1;0.0;0.0;714
0.0;3;-0.935;1.0;0
0.0;3;-0.9927;0.0;0
0.0;2.5;0.823;0.0;5027
0.0;4;0.9709;0.0;2567
0.0;3;0.4647;0.0;23277
0.0;3;-0.9709;0.0;0
0.0;1;-0.1205;0.0;15809
0.0;3;0.4647;0.0;4476
0.0;2.5;0.4647;0.0;2806
0.0;3;0.935;0.0;17693
0.0;3;-0.9709;0.0;0
0.0;4;0.9927;0.0;0
0.0;5;0.4647;0.0;0
0.0;4;0.2393;0.0;9825
0.0;3;-0.6631;0.0;19505
0.0;1;0.2393;1.0;0
0.0;4.5;0.1205;0.0;0
0.0;3;0.4647;0.0;0
0.0;5;0.823;0.0;0
0.0;3;-0.4647;0.0;0
0.0;1;-0.9927;0.0;0
0.0;1;-0.8855;0.0;1020
0.0;3;0.7485;0.0;19094
0.0;2.5;0.5681;0.0;0
0.0;3;0.823;1.0;8210
0.0;2.5;0.4647;0.0;0
0.0;4;0.935;0.0;469
0.0;3;-0.935;0.0;0
0.0;1;-0.9927;0.0;0
0.0;4;0.5681;0.0;10069
0.0;1;-0.9927;0.0;0
0.0;3;0.4647;0.0;21513
0.0;3;-0.3546;0.0;1276
0.0;4.5;0.5681;1.0;0
0.0;5;0.8855;0.0;2137
0.0;4;0.2393;0.0;0
0.0;1;-0.7485;0.0;6544
0.0;3;-0.5681;0.0;1609
0.0;2.5;-0.935;0.0;2349
0.0;4;0.9709;0.0;0
0.0;4;0.8855;1.0;0
0.0;1;-0.2393;0.0;3772
0.0;4;0.5681;0.0;10767
0.0;1;-0.6631;0.0;0
0.0;4;0.9709;0.0;13975
0.0;5;0.8855;0.0;5435
0.0;3;0.0;0.0;0
0.0;4.5;1.0;0.0;0
0.0;3;-0.823;0.0;0
0.0;5;0.1205;0.0;0
0.0;4.5;-0.3546;0.0;0
0.0;4.5;0.6631;0.0;4659
0.0;1;0.0;0.0;0
0.0;1;-0.9927;0.0;0
0.0;5;0.9709;0.0;0
0.0;1;-0.1205;0.0;911
0.0;3;-0.2393;0.0;0
0.0;2.5;0.9709;0.0;0
0.0;1;-0.2393;0.0;2759
0.0;1;-0.4647;0.0;934
0.0;4.5;0.9709;0.0;1134
0.0;5;0.823;0.0;654
0.0;3;-0.2393;0.0;0
0.0;4.5;0.3546;0.0;16626
0.0;4;0.9927;1.0;15963
0.0;3;-0.9927;1.0;17935
0.0;4;0.935;0.0;0
0.0;2.5;-0.1205;0.0;7044
0.0;2.5;0.8855;0.0;1493
0.0;4;0.7485;0.0;0
0.0;3;-0.1205;0.0;1987
0.0;4;0.935;0.0;1892
0.0;5;0.7485;0.0;54220
0.0;5;0.9927;0.0;4107
0.0;3;0.7485;1.0;41118
0.0;3;0.935;0.0;0
0.0;1;0.0;0.0;7244
0.0;4;0.1205;0.0;1581
0.0;2.5;0.6631;0.0;2873
0.0;5;0.935;0.0;0
0.0;1;-0.1205;0.0;2242
0.0;1;-0.6631;0.0;0
0.0;4;0.6631;0.0;0
0.0;3;0.823;0.0;3624
0.0;4.5;0.9709;0.0;0
0.0;2.5;-0.8855;0.0;30256
0.0;5;0.7485;0.0;2088
0.0;4;0.9709;0.0;32214
0.0;3;-0.7485;0.0;19062
0.0;4;0.9709;0.0;4059
0.0;5;0.8855;0.0;7141
0.0;3;0.9709;1.0;3324
0.0;3;-0.3546;1.0;2480
0.0;4;0.5681;0.0;0
0.0;3;-0.9927;0.0;0
0.0;3;-0.5681;0.0;2378
0.0;3;0.5681;0.0;5801
0.0;5;0.823;0.0;0
0.0;3;-0.4647;0.0;0
0.0;3;-0.4647;0.0;0
0.0;4;0.823;1.0;0
0.0;5;0.7485;0.0;14213
0.0;4.5;0.935;0.0;7590
0.0;4.5;0.0;0.0;12410
0.0;1;-0.4647;0.0;0
0.0;3;-0.935;0.0;0
0.0;3;-0.1205;0.0;0
0.0;1;-1.0;0.0;0
0.0;2.5;0.5681;0.0;0
0.0;2.5;0.6631;0.0;1867
0.0;2.5;0.5681;0.0;0
0.0;2.5;0.6631;0.0;0
0.0;1;0.1205;0.0;6370
0.0;4;0.6631;1.0;0
0.0;3;-0.1205;0.0;17804
0.0;1;0.4647;0.0;0
0.0;1;-0.1205;0.0;5147
0.0;4;0.9709;0.0;0
0.0;5;0.2393;0.0;0
0.0;1;-0.7485;0.0;1006
0.0;3;-0.9927;0.0;0
0.0;4;0.9709;1.0;1210
0.0;4.5;0.6631;1.0;2182
0.0;3;-0.6631;0.0;3451
0.0;4;0.9927;0.0;0
0.0;3;-0.823;0.0;0
0.0;3;0.2393;0.0;0
0.0;5;-0.3546;0.0;0
0.0;1;-0.9927;0.0;0
0.0;4;0.6631;0.0;4587
0.0;3;0.0;0.0;4782
0.0;3;-0.5681;0.0;3549
0.0;3;-0.2393;0.0;3589
0.0;5;0.4647;0.0;0
0.0;3;0.4647;0.0;3900
0.0;4;0.9927;1.0;73179
0.0;4;0.823;0.0;0
0.0;3;0.3546;0.0;0
0.0;3;0.3546;0.0;0
0.0;3;-0.1205;1.0;79341
0.0;3;-0.9927;1.0;87628
0.0;3;-0.9709;1.0;111823
0.0;3;0.0;0.0;0
0.0;5;0.9927;0.0;0
0.0;1;-0.6631;0.0;0
0.0;4.5;1.0;0.0;0
0.0;5;0.4647;0.0;0
0.0;2.5;0.935;0.0;11771
0.0;4;0.823;0.0;0
0.0;3;0.7485;0.0;0
0.0;3;-0.9709;0.0;711
0.0;4;0.6631;0.0;0
0.0;2.5;-0.1205;0.0;1753
0.0;3;-0.9927;0.0;0
0.0;4;0.9709;0.0;7116
0.0;3;-0.2393;0.0;0
0.0;1;-0.6631;0.0;8242
0.0;3;0.7485;0.0;0
0.0;3;0.4647;0.0;0
0.0;2.5;0.3546;0.0;0
0.0;5;0.9927;0.0;5470
0.0;3;0.935;0.0;1914
0.0;1;-0.4647;0.0;0
0.0;4.5;0.7485;0.0;0
0.0;3;0.5681;0.0;52572
0.0;1;0.7485;0.0;2238
0.0;4.5;0.4647;0.0;72877
0.0;5;0.6631;0.0;3441
0.0;1;0.0;0.0;1018
0.0;4;0.935;0.0;5508
0.0;2.5;-0.1205;0.0;0
0.0;3;-0.3546;0.0;611
0.0;3;0.5681;0.0;9101
0.0;1;-0.9927;0.0;1815
0.0;4.5;0.4647;1.0;1026
0.0;1;-0.1205;0.0;5126
0.0;1;-0.823;0.0;4430
0.0;3;-0.9709;0.0;3086
0.0;1;-0.935;0.0;0
0.0;3;-0.5681;0.0;3633
0.0;1;-0.5681;0.0;3676
0.0;3;-0.9927;0.0;0
0.0;4;0.935;0.0;0
0.0;3;0.9927;0.0;0
0.0;3;-0.6631;1.0;6415
0.0;4.5;-0.2393;0.0;0
0.0;3;-0.935;0.0;1246
0.0;1;-0.6631;0.0;0
0.0;5;0.8855;0.0;0
0.0;1;-0.8855;0.0;0
0.0;4;0.1205;0.0;0
0.0;4.5;-0.823;0.0;0
0.0;4;0.9927;0.0;32739
0.0;4.5;0.5681;0.0;2091
0.0;3;0.4647;0.0;6339
0.0;4.5;0.7485;0.0;0
0.0;1;-0.935;0.0;0
0.0;3;-0.823;0.0;0
0.0;2.5;-0.2393;0.0;0
0.0;3;0.4647;0.0;9853
0.0;4.5;-0.2393;0.0;0
0.0;4;0.5681;0.0;673
0.0;2.5;-0.7485;0.0;0
0.0;5;0.935;0.0;0
0.0;1;0.0;0.0;18113
0.0;1;-0.7485;0.0;5188
0.0;4;0.9927;0.0;4827
0.0;4;0.8855;0.0;2629
0.0;5;-0.1205;0.0;0
0.0;3;-0.6631;0.0;1452
0.0;3;0.1205;0.0;3975
0.0;3;-0.935;0.0;0
0.0;3;-0.7485;0.0;5591
0.0;3;-0.8855;0.0;4136
0.0;3;-0.935;0.0;471
0.0;3;-0.935;0.0;51376
0.0;3;-0.823;0.0;0
0.0;2.5;0.3546;0.0;17435
0.0;1;-0.2393;0.0;583
0.0;1;-0.1205;0.0;3638
0.0;3;0.4647;0.0;0
0.0;4;0.1205;0.0;0
0.0;5;0.9709;0.0;0
0.0;3;-0.3546;0.0;942
0.0;1;-0.5681;0.0;895
0.0;4;0.1205;0.0;0
0.0;5;0.6631;0.0;1883
0.0;1;-0.8855;0.0;0
0.0;3;-0.6631;0.0;5692
0.0;3;-0.1205;0.0;0
0.0;4.5;0.4647;0.0;0
0.0;3;0.2393;0.0;0
0.0;1;-0.823;1.0;80861
0.0;4.5;0.823;0.0;0
0.0;3;-0.8855;0.0;0
0.0;1;-0.3546;0.0;0
0.0;3;-0.4647;0.0;0
0.0;1;-0.9709;0.0;5640
0.0;4;0.1205;0.0;1982
0.0;0.0;0.0;0.0;0
0.0;1;-0.9927;0.0;6913
0.0;4.5;0.8855;0.0;0
0.0;1;-0.9709;0.0;2642
0.0;5;1.0;0.0;4175
0.0;4;0.6631;0.0;1739
0.0;3;0.1205;1.0;0
0.0;3;0.823;0.0;11039
0.0;2.5;0.5681;0.0;11755
0.0;5;0.7485;0.0;0
0.0;2.5;0.4647;0.0;2290
0.0;1;-1.0;0.0;1757
0.0;2.5;0.9709;0.0;31987
0.0;3;0.3546;0.0;0
0.0;4.5;-0.2393;0.0;0
0.0;1;-0.1205;0.0;0
0.0;4;0.9927;0.0;0
0.0;1;-0.9709;0.0;9469
0.0;3;0.935;0.0;613
0.0;2.5;-0.3546;0.0;5981
0.0;3;-0.5681;0.0;0
0.0;5;0.5681;1.0;0
0.0;4;0.7485;0.0;9776
0.0;3;0.3546;0.0;0
0.0;3;-0.935;0.0;0
0.0;1;0.1205;0.0;6898
0.0;3;-1.0;0.0;73978
0.0;5;0.823;0.0;2036
0.0;3;-0.2393;0.0;1797
0.0;2.5;0.3546;0.0;9722
0.0;3;-0.6631;0.0;21398
0.0;4;0.2393;0.0;0
0.0;2.5;0.6631;0.0;0
0.0;4;0.9927;0.0;5719
0.0;2.5;0.5681;0.0;0
0.0;1;-0.6631;0.0;3997
0.0;4;0.935;0.0;0
0.0;3;-0.9927;1.0;8534
0.0;5;0.6631;0.0;8967
0.0;1;-0.9709;1.0;0
0.0;1;-0.4647;0.0;0
0.0;5;0.6631;0.0;2961
0.0;3;-0.5681;0.0;0
0.0;3;-0.823;0.0;0
0.0;3;0.8855;0.0;0
0.0;2.5;0.6631;0.0;2004
0.0;3;-0.935;0.0;0
0.0;1;0.2393;0.0;0
0.0;4;0.935;0.0;0
0.0;2.5;-0.7485;0.0;4195
0.0;3;0.1205;0.0;2000
0.0;3;-0.2393;0.0;1189
0.0;3;-0.935;0.0;4224
0.0;2.5;0.1205;0.0;0
0.0;2.5;0.2393;0.0;1399
0.0;4;0.9927;0.0;16110
0.0;4;0.5681;0.0;1577
0.0;3;0.2393;0.0;2068
0.0;4;0.5681;1.0;8370
0.0;3;0.7485;1.0;13379
0.0;2.5;0.8855;0.0;5185
0.0;1;-0.823;0.0;11580
0.0;4;0.935;0.0;6119
0.0;4.5;-0.2393;0.0;4023
0.0;3;0.5681;0.0;0
0.0;4;0.9709;0.0;476
0.0;2.5;-0.5681;0.0;0
0.0;3;-0.8855;1.0;0
0.0;3;-0.1205;0.0;0
0.0;4.5;0.3546;0.0;2361
0.0;3;-0.9927;1.0;0
0.0;3;-0.5681;1.0;0
0.0;4.5;0.1205;0.0;5640
0.0;2.5;0.3546;0.0;0
0.0;5;1.0;0.0;0
0.0;3;-0.823;0.0;0
0.0;4.5;0.6631;0.0;0
0.0;4;0.7485;0.0;23668
0.0;1;-0.935;0.0;13943
0.0;4.5;0.0;0.0;16513
0.0;1;-0.1205;0.0;0
0.0;3;0.8855;0.0;0
0.0;3;-0.5681;0.0;3990
0.0;1;-0.5681;0.0;1028
0.0;3;-0.1205;0.0;0
0.0;1;-1.0;0.0;0
0.0;3;0.935;0.0;713
0.0;5;0.1205;0.0;4357
0.0;3;0.0;0.0;6570
0.0;3;-0.5681;0.0;6456
0.0;3;-0.7485;1.0;25229
0.0;1;-0.6631;1.0;16908
0.0;5;0.6631;0.0;8175
0.0;4;0.7485;0.0;0
0.0;4;0.823;0.0;0
0.0;3;-0.1205;0.0;29266
0.0;3;0.4647;0.0;29650
0.0;3;-0.7485;0.0;0
0.0;4;0.9927;0.0;0
0.0;3;-0.2393;0.0;0
0.0;4.5;-0.7485;0.0;46840
0.0;4;0.2393;0.0;0
0.0;4.5;0.823;0.0;9012
0.0;3;-0.4647;0.0;0
0.0;1;0.1205;0.0;1783
0.0;1;-0.6631;0.0;2323
0.0;3;0.2393;0.0;6668
0.0;5;0.823;0.0;0
0.0;1;-0.3546;0.0;5308
0.0;4.5;0.7485;0.0;42725
0.0;1;0.2393;0.0;10391
0.0;2.5;0.1205;0.0;36643
0.0;3;-0.9709;0.0;386
0.0;4;0.9709;1.0;2945
0.0;3;-0.9927;0.0;3763
0.0;3;-0.5681;0.0;2495
0.0;5;0.935;0.0;30950
0.0;1;0.0;0.0;0
0.0;1;-0.4647;0.0;0
0.0;2.5;0.0;0.0;67209
0.0;1;0.1205;0.0;20724
0.0;4;0.823;0.0;0
0.0;1;0.2393;0.0;1786
0.0;3;-0.5681;0.0;1150
0.0;4.5;0.5681;1.0;1940
0.0;2.5;0.4647;1.0;0
0.0;4.5;0.5681;1.0;0
0.0;1;0.1205;0.0;0
0.0;2.5;-0.9927;0.0;24127
0.0;3;-0.4647;0.0;29628
0.0;5;0.5681;0.0;0
0.0;3;-0.823;0.0;939
0.0;1;-0.9927;0.0;1027
0.0;3;-0.9709;0.0;16297
0.0;3;-0.4647;1.0;0
0.0;4.5;0.5681;0.0;13757
0.0;3;0.1205;0.0;0
0.0;4;0.9709;0.0;0
0.0;4.5;0.2393;1.0;813
0.0;1;-0.8855;0.0;0
0.0;3;-0.2393;0.0;0
0.0;1;-0.5681;0.0;0
0.0;1;-0.823;0.0;0
0.0;3;-0.9709;1.0;121912
0.0;3;0.6631;0.0;93605
0.0;4;0.8855;1.0;119438
0.0;1;-0.935;1.0;172266
0.0;4;0.9709;1.0;92130
0.0;3;-0.9709;1.0;102306
0.0;3;-1.0;0.0;1032
0.0;2.5;-0.1205;0.0;6648
0.0;4;0.5681;0.0;1862
0.0;1;-0.2393;0.0;0
0.0;3;-0.823;0.0;2541
0.0;1;-0.4647;0.0;3153
0.0;4;0.5681;0.0;0
0.0;4;0.9927;0.0;4019
0.0;4.5;-0.1205;0.0;0
0.0;3;-0.3546;1.0;16461
0.0;5;0.1205;1.0;0
0.0;4;0.823;0.0;9917
0.0;1;-0.9927;0.0;0
0.0;1;-0.1205;0.0;5565
0.0;3;-0.935;0.0;1748
0.0;4;0.5681;0.0;8270
0.0;3;-0.8855;1.0;0
0.0;3;-0.6631;0.0;0
0.0;1;-0.9709;0.0;0
0.0;3;0.0;0.0;8019
0.0;5;0.7485;0.0;4602
0.0;3;0.9709;0.0;7860
0.0;5;0.823;0.0;16111
0.0;2.5;0.7485;0.0;1600
0.0;5;0.7485;0.0;641
0.0;3;-0.8855;0.0;2832
0.0;1;-0.9927;1.0;0
0.0;4.5;0.7485;0.0;474
0.0;3;0.0;0.0;8297
0.0;3;-0.6631;0.0;0
0.0;1;-0.3546;0.0;4621
0.0;4;0.4647;0.0;3354
0.0;5;0.8855;0.0;12444
0.0;3;-0.9709;0.0;2334
0.0;1;-0.2393;0.0;0
0.0;3;-0.2393;0.0;2339
0.0;3;-0.4647;0.0;3746
0.0;2.5;-0.823;0.0;11558
0.0;2.5;-0.6631;0.0;3292
0.0;4.5;0.935;0.0;9595
0.0;4;0.9709;0.0;9466
0.0;3;-0.8855;0.0;7251
0.0;4;0.9927;0.0;3221
0.0;3;0.9927;0.0;0
0.0;4;0.9709;0.0;2227
0.0;4.5;0.9709;0.0;27919
0.0;0.0;0.0;0.0;0
0.0;3;-0.9927;0.0;0
0.0;3;-0.935;1.0;0
0.0;4;0.8855;0.0;1363
0.0;3;0.0;0.0;4748
0.0;1;-0.1205;0.0;45069
0.0;2.5;0.6631;0.0;0
0.0;2.5;-0.1205;0.0;1767
0.0;4.5;-0.2393;0.0;12720
0.0;1;-0.6631;0.0;0
0.0;1;-0.2393;1.0;3784
0.0;1;-0.9927;0.0;0
0.0;4;0.5681;0.0;15810
0.0;3;-0.9709;1.0;3791
0.0;1;-0.3546;0.0;2423
0.0;3;-0.5681;0.0;970
0.0;3;-0.6631;0.0;0
0.0;3;-0.2393;0.0;0
0.0;2.5;0.1205;0.0;5310
0.0;4;0.823;0.0;0
0.0;3;-1.0;0.0;5999
0.0;4;0.8855;0.0;4867
0.0;4.5;0.4647;0.0;5204
0.0;2.5;-0.2393;0.0;0
0.0;4.5;-0.1205;0.0;0
0.0;4.5;0.3546;0.0;2451
0.0;3;-0.1205;0.0;0
0.0;1;-0.935;0.0;1072
0.0;4.5;-0.3546;0.0;2388
0.0;3;-0.7485;0.0;9825
0.0;4.5;-0.2393;0.0;679
0.0;3;-0.3546;0.0;0
0.0;4.5;0.6631;0.0;3811
0.0;4.5;0.4647;0.0;0
0.0;3;0.0;0.0;1279
0.0;1;0.2393;0.0;12472
0.0;2.5;0.5681;0.0;0
0.0;1;-0.3546;0.0;5011
0.0;3;-0.823;0.0;0
0.0;1;-0.823;1.0;9021
0.0;2.5;0.2393;0.0;0
0.0;3;-0.9709;0.0;7671
0.0;1;-0.3546;0.0;0
0.0;2.5;0.1205;0.0;18548
0.0;5;0.823;1.0;54316
0.0;1;-0.5681;0.0;4249
0.0;1;-0.8855;0.0;0
0.0;2.5;0.1205;0.0;0
0.0;2.5;0.4647;0.0;0
0.0;3;0.935;0.0;0
0.0;2.5;0.0;0.0;16778
0.0;3;-0.6631;0.0;3298
0.0;1;0.1205;0.0;5966
0.0;3;-0.9927;0.0;6044
0.0;2.5;-0.8855;0.0;0
0.0;4.5;0.6631;0.0;4161
0.0;4;0.935;0.0;9830
0.0;4.5;0.7485;0.0;566
0.0;3;-0.8855;0.0;27879
0.0;4.5;0.0;0.0;0
0.0;2.5;-0.3546;0.0;1423
0.0;4.5;-0.2393;0.0;0
0.0;3;0.5681;1.0;0
0.0;2.5;-0.823;1.0;61285
0.0;5;0.9709;1.0;0
0.0;3;0.823;0.0;0
0.0;2.5;-0.2393;0.0;1407
0.0;3;-0.4647;0.0;538
0.0;3;-0.9709;0.0;1050
0.0;4;0.6631;0.0;0
0.0;3;0.1205;0.0;0
0.0;4.5;0.1205;0.0;0
0.0;4;0.1205;0.0;34287
0.0;1;0.4647;0.0;0
0.0;5;0.7485;0.0;1728
0.0;3;-0.6631;0.0;1344
0.0;3;-0.5681;0.0;901
0.0;5;0.2393;0.0;0
0.0;2.5;0.823;0.0;1140
0.0;3;-0.8855;0.0;0
0.0;4.5;-0.3546;0.0;7627
0.0;3;0.7485;1.0;0
0.0;1;-0.4647;0.0;887
0.0;3;0.823;0.0;0
0.0;1;-0.2393;0.0;983
0.0;3;-0.1205;0.0;443
0.0;5;0.9709;0.0;23619
0.0;3;-0.2393;0.0;0
0.0;1;-0.3546;0.0;17340
